age,salary,monthly_expenses,savings,debt,dependents,investment_horizon,risk_score,savings_rate,emergency_fund_months,debt_to_income,profile
35,204875,13226.11,399099,95265,0,38,1,0.225,30.18,0.465,Balanced
63,212180,15213.39,263877,73728,4,22,6,0.14,17.35,0.347,Balanced
35,126170,5190.0,289790,100502,0,11,4,0.506,55.84,0.797,Balanced
19,153085,6814.47,129705,17285,0,4,5,0.466,19.03,0.113,Balanced
71,105617,5327.91,128943,47361,1,32,4,0.395,24.2,0.448,Balanced
52,233482,16731.83,314094,31347,0,24,3,0.14,18.77,0.134,Balanced
33,73502,5180.44,156285,140058,2,34,2,0.154,30.17,1.905,Conservative
58,137116,4564.06,175330,2066,2,3,2,0.601,38.42,0.015,Conservative
53,57755,2033.75,342969,42779,1,38,10,0.577,168.64,0.741,Aggressive
50,159805,8290.28,200038,57714,1,2,4,0.377,24.13,0.361,Balanced
21,29479,1003.86,471364,84458,4,23,3,0.591,469.55,2.865,Balanced
50,95361,4291.8,275018,102211,1,20,6,0.46,64.08,1.072,Balanced
31,172376,6199.96,51485,56112,3,8,10,0.568,8.3,0.326,Aggressive
38,186766,10891.92,293656,113904,2,35,3,0.3,26.96,0.61,Conservative
65,144232,10483.53,84559,108550,2,3,3,0.128,8.07,0.753,Conservative
37,125586,9400.15,287427,110962,1,32,4,0.102,30.58,0.884,Balanced
73,101171,4690.82,409279,19705,1,31,5,0.444,87.25,0.195,Balanced
25,134151,7595.82,305837,76456,2,31,9,0.321,40.26,0.57,Aggressive
24,106296,7271.95,261704,42125,1,1,5,0.179,35.99,0.396,Balanced
20,160562,5547.47,272686,58852,4,12,1,0.585,49.15,0.367,Balanced
34,172324,10472.42,59531,112053,1,18,9,0.271,5.68,0.65,Balanced
50,157934,7565.88,43663,98226,1,24,2,0.425,5.77,0.622,Conservative
65,89959,3473.77,351000,45536,4,36,4,0.537,101.04,0.506,Balanced
29,161522,7692.68,359432,125138,4,29,10,0.428,46.72,0.775,Aggressive
68,76022,2481.98,395924,102643,4,25,6,0.608,159.52,1.35,Balanced
39,81991,5004.69,237429,115908,2,23,9,0.268,47.44,1.414,Aggressive
72,191999,7824.09,14296,24810,1,3,2,0.511,1.83,0.129,Conservative
39,239162,10389.06,497642,125640,4,30,9,0.479,47.9,0.525,Aggressive
63,69853,2425.03,91462,97894,4,17,9,0.583,37.72,1.401,Balanced
47,51826,3565.47,416386,7388,2,30,1,0.174,116.78,0.143,Balanced
55,62879,3256.05,286964,119280,3,19,6,0.379,88.13,1.897,Balanced
55,208337,11539.8,282718,91631,1,5,6,0.335,24.5,0.44,Balanced
62,92361,5104.39,28431,59247,3,34,9,0.337,5.57,0.641,Balanced
68,97990,4701.65,281637,75962,3,9,6,0.424,59.9,0.775,Conservative
71,109787,4170.91,55830,25394,4,39,2,0.544,13.39,0.231,Balanced
25,237256,15022.71,426707,53269,2,26,8,0.24,28.4,0.225,Aggressive
44,60736,2125.16,277647,67975,1,5,1,0.58,130.65,1.119,Conservative
44,44530,1510.79,179068,10019,1,24,5,0.593,118.53,0.225,Aggressive
51,229124,14140.38,15243,22470,1,31,10,0.259,1.08,0.098,Balanced
38,198130,7675.23,446642,53976,3,24,3,0.535,58.19,0.272,Balanced
47,126080,5450.07,124791,125468,0,21,6,0.481,22.9,0.995,Balanced
50,225166,11471.74,342187,130752,2,22,5,0.389,29.83,0.581,Balanced
45,94255,4690.31,24800,92727,0,38,10,0.403,5.29,0.984,Balanced
64,155958,9613.75,111388,108369,3,22,4,0.26,11.59,0.695,Conservative
50,146598,8464.66,107318,110803,4,21,3,0.307,12.68,0.756,Conservative
22,244793,14369.71,213283,73905,0,30,1,0.296,14.84,0.302,Balanced
65,138623,8579.95,72009,74658,0,10,8,0.257,8.39,0.539,Balanced
36,57387,2443.43,10203,11928,2,3,5,0.489,4.18,0.208,Balanced
21,172647,7586.16,491565,34804,3,39,8,0.473,64.8,0.202,Aggressive
52,132260,6512.69,215578,51243,2,29,9,0.409,33.1,0.387,Aggressive
66,190715,8250.08,488428,121118,4,25,8,0.481,59.2,0.635,Balanced
34,161172,11976.64,196586,127561,1,2,6,0.108,16.41,0.791,Conservative
61,211428,14055.18,220388,130218,3,13,10,0.202,15.68,0.616,Balanced
45,158928,5834.78,352047,122351,4,27,8,0.559,60.34,0.77,Balanced
47,189241,5568.05,434147,144963,4,29,5,0.647,77.97,0.766,Balanced
46,179876,5599.1,56936,109430,0,14,9,0.626,10.17,0.608,Balanced
63,186862,7540.43,284489,7721,2,4,6,0.516,37.73,0.041,Balanced
70,50988,1754.24,82277,72659,0,8,2,0.587,46.9,1.425,Conservative
23,96448,5170.71,35555,125770,0,5,7,0.357,6.88,1.304,Balanced
52,189578,12984.47,402594,20840,1,27,1,0.178,31.01,0.11,Balanced
58,133430,8397.34,10709,132280,2,24,10,0.245,1.28,0.991,Conservative
54,238976,9331.71,59312,149314,1,34,1,0.531,6.36,0.625,Conservative
41,218378,10365.94,94535,1971,4,28,8,0.43,9.12,0.009,Aggressive
46,163377,8568.33,365783,29795,1,24,5,0.371,42.69,0.182,Aggressive
66,161041,10677.2,255448,99417,4,5,10,0.204,23.92,0.617,Conservative
63,32404,2191.37,363482,132055,0,13,9,0.188,165.87,4.075,Balanced
70,160061,11342.26,142576,142574,1,18,6,0.15,12.57,0.891,Conservative
48,216377,11361.32,251790,109267,2,17,1,0.37,22.16,0.505,Balanced
52,187055,11408.03,358767,126032,1,30,6,0.268,31.45,0.674,Balanced
50,190534,6533.57,427106,141426,4,38,1,0.589,65.37,0.742,Conservative
69,39360,2167.78,28900,96515,3,19,5,0.339,13.33,2.452,Conservative
38,105657,4285.98,339155,42769,2,22,3,0.513,79.13,0.405,Balanced
49,177359,8682.38,78621,52084,4,18,10,0.413,9.06,0.294,Aggressive
40,216544,12608.78,116263,41250,3,26,10,0.301,9.22,0.19,Aggressive
50,212385,8696.14,138448,111133,2,15,9,0.509,15.92,0.523,Aggressive
20,54160,1709.21,441820,105534,3,28,1,0.621,258.49,1.949,Balanced
35,26789,793.91,385827,148403,0,30,6,0.644,485.98,5.54,Balanced
42,178253,5380.09,472851,76255,0,28,3,0.638,87.89,0.428,Balanced
59,165457,4889.15,353419,99652,1,20,9,0.645,72.29,0.602,Aggressive
48,102597,3511.34,306550,8572,1,4,2,0.589,87.3,0.084,Conservative
71,85641,3437.91,120425,9896,1,4,7,0.518,35.03,0.116,Balanced
20,64247,2525.29,20878,33077,1,37,9,0.528,8.27,0.515,Aggressive
57,106673,7935.92,27068,75226,3,15,3,0.107,3.41,0.705,Conservative
63,25544,1103.3,257947,46221,2,34,3,0.482,233.8,1.809,Conservative
41,164347,5753.26,359690,41620,2,11,3,0.58,62.52,0.253,Balanced
67,83248,4509.68,494714,85367,1,23,1,0.35,109.7,1.025,Conservative
49,54550,3736.11,217796,116961,0,35,9,0.178,58.29,2.144,Balanced
64,73693,4439.59,249458,91609,4,35,9,0.277,56.19,1.243,Balanced
39,148924,6364.58,87832,141336,1,11,6,0.487,13.8,0.949,Balanced
40,170713,9373.41,107514,16049,1,2,9,0.341,11.47,0.094,Aggressive
19,222821,13799.5,31296,80379,0,15,9,0.257,2.27,0.361,Balanced
44,100021,6255.13,480069,29236,4,28,1,0.25,76.75,0.292,Balanced
59,35605,2126.2,195922,10142,3,31,3,0.283,92.15,0.285,Conservative
19,70713,4884.77,55561,28498,3,32,3,0.171,11.37,0.403,Balanced
43,171462,11838.85,76097,40348,4,34,1,0.171,6.43,0.235,Balanced
34,95403,5314.07,24901,27524,4,22,6,0.332,4.69,0.289,Aggressive
57,78466,3834.51,135382,146370,3,29,4,0.414,35.31,1.865,Balanced
50,23981,1404.61,361860,143207,1,8,8,0.297,257.62,5.972,Balanced
26,160565,10704.56,352006,120138,1,22,6,0.2,32.88,0.748,Balanced
60,222290,6541.04,5402,72916,0,12,4,0.647,0.83,0.328,Conservative
71,222390,16597.68,255767,98002,4,23,5,0.104,15.41,0.441,Balanced
65,135631,5092.85,194306,36788,1,38,2,0.549,38.15,0.271,Balanced
56,139238,7062.12,262066,62015,1,2,10,0.391,37.11,0.445,Balanced
46,115335,7973.65,347792,136715,0,12,1,0.17,43.62,1.185,Conservative
59,127441,5031.5,312367,50094,4,21,7,0.526,62.08,0.393,Balanced
72,36984,1886.92,323243,147801,0,12,10,0.388,171.31,3.996,Balanced
43,145580,5130.73,207771,53046,0,31,3,0.577,40.5,0.364,Balanced
52,131316,6207.88,276611,126199,3,9,3,0.433,44.56,0.961,Conservative
67,173832,6481.39,375956,84058,0,15,6,0.553,58.01,0.484,Balanced
42,242601,11119.12,172108,86309,4,32,3,0.45,15.48,0.356,Balanced
41,152596,7062.72,136707,11804,1,9,7,0.445,19.36,0.077,Aggressive
30,138454,10340.71,325009,138888,1,24,7,0.104,31.43,1.003,Balanced
24,69402,5188.65,80108,143004,3,8,5,0.103,15.44,2.061,Balanced
74,111656,3844.06,348597,83030,4,28,1,0.587,90.68,0.744,Conservative
53,85614,5345.76,378971,95725,1,18,9,0.251,70.89,1.118,Balanced
62,186963,5896.5,334623,96441,0,37,2,0.622,56.75,0.516,Balanced
37,111009,3391.38,103646,6487,2,36,4,0.633,30.56,0.058,Aggressive
18,190904,6489.68,415641,148276,2,37,10,0.592,64.05,0.777,Aggressive
25,65836,4833.55,227110,5988,2,32,10,0.119,46.99,0.091,Aggressive
63,225025,16266.96,102831,27364,2,21,2,0.133,6.32,0.122,Conservative
33,164434,6257.54,31493,21048,0,39,1,0.543,5.03,0.128,Balanced
31,217817,7967.02,197368,138165,1,29,1,0.561,24.77,0.634,Balanced
29,188993,7595.85,128738,83483,3,18,1,0.518,16.95,0.442,Balanced
68,221506,11694.61,337307,29196,0,23,7,0.366,28.84,0.132,Balanced
40,169634,9377.05,248057,22727,1,33,9,0.337,26.45,0.134,Aggressive
32,215582,8477.34,49983,34607,4,9,1,0.528,5.9,0.161,Balanced
45,151049,9643.76,234086,44312,1,38,10,0.234,24.27,0.293,Aggressive
51,96407,4179.68,156415,40769,1,4,6,0.48,37.42,0.423,Balanced
19,27610,1972.21,117247,130205,1,16,5,0.143,59.45,4.716,Balanced
49,129381,7667.95,492092,140647,0,3,3,0.289,64.18,1.087,Conservative
40,243990,11996.04,38379,141736,1,8,2,0.41,3.2,0.581,Balanced
39,35791,2339.69,462173,80650,1,16,2,0.216,197.54,2.253,Conservative
68,78047,5202.18,240521,87060,4,2,2,0.2,46.23,1.115,Conservative
42,218978,9302.27,266532,76695,4,19,7,0.49,28.65,0.35,Balanced
39,170737,7638.25,328357,144371,2,24,4,0.463,42.99,0.846,Balanced
39,90246,6503.54,444867,127325,0,16,7,0.135,68.4,1.411,Balanced
66,216936,7965.3,386469,41397,1,2,10,0.559,48.52,0.191,Balanced
69,197523,6142.68,270070,108065,2,32,1,0.627,43.97,0.547,Balanced
59,106148,5305.02,70531,65498,2,1,10,0.4,13.3,0.617,Balanced
23,65890,4341.41,230145,128451,0,18,4,0.209,53.01,1.949,Balanced
32,157866,10187.85,272691,108114,2,39,9,0.226,26.77,0.685,Aggressive
71,52888,3771.54,149611,44572,2,32,7,0.144,39.67,0.843,Conservative
60,157821,8460.0,192668,147847,0,9,10,0.357,22.77,0.937,Balanced
54,66531,2245.62,429017,35389,3,3,6,0.595,191.05,0.532,Conservative
50,135652,7616.62,442423,137248,2,24,7,0.326,58.09,1.012,Balanced
25,40608,2633.15,438830,48263,4,11,2,0.222,166.66,1.189,Conservative
70,100986,3377.4,284010,140184,2,28,1,0.599,84.09,1.388,Conservative
61,220283,8168.12,414461,19984,0,16,10,0.555,50.74,0.091,Aggressive
61,103996,3091.8,436798,70044,0,29,9,0.643,141.28,0.674,Balanced
22,76017,4285.51,186842,56806,3,12,2,0.323,43.6,0.747,Balanced
56,77676,5422.46,142925,24269,3,4,2,0.162,26.36,0.312,Conservative
21,31560,1890.61,287724,65796,4,26,3,0.281,152.19,2.085,Conservative
23,205473,15241.34,19288,137905,4,4,3,0.11,1.27,0.671,Conservative
62,70468,2258.9,428685,9527,2,11,3,0.615,189.78,0.135,Balanced
49,183535,12949.17,448887,137016,3,2,4,0.153,34.67,0.747,Conservative
69,182735,12147.88,323277,88795,4,31,1,0.202,26.61,0.486,Conservative
47,219778,9575.6,390105,121516,2,3,1,0.477,40.74,0.553,Conservative
64,209845,15483.76,137231,97095,1,25,4,0.115,8.86,0.463,Balanced
52,53123,2250.49,296565,33102,2,34,1,0.492,131.78,0.623,Conservative
72,114346,7995.81,135733,138741,4,1,4,0.161,16.98,1.213,Conservative
57,160790,11180.42,147075,101083,2,5,2,0.166,13.15,0.629,Conservative
69,213709,13654.43,224111,25379,1,39,7,0.233,16.41,0.119,Balanced
33,20028,1101.39,287626,117125,4,31,6,0.34,261.15,5.848,Balanced
30,213442,7399.35,331658,19191,2,36,2,0.584,44.82,0.09,Balanced
67,67599,3619.84,487872,144331,4,3,2,0.357,134.78,2.135,Conservative
59,168469,7668.68,187482,35931,2,38,1,0.454,24.45,0.213,Balanced
47,65406,4282.56,53132,74630,0,12,4,0.214,12.41,1.141,Conservative
36,67657,4324.25,494381,11624,4,16,2,0.233,114.33,0.172,Balanced
34,87560,6208.27,158744,124148,4,8,5,0.149,25.57,1.418,Conservative
73,124143,3705.22,120556,32791,4,11,4,0.642,32.54,0.264,Balanced
36,164575,10903.19,338340,4652,4,14,1,0.205,31.03,0.028,Balanced
45,74943,5409.35,189376,35516,2,27,5,0.134,35.01,0.474,Balanced
72,95839,6262.4,101250,117138,3,18,5,0.216,16.17,1.222,Conservative
43,102674,3607.34,471183,8095,2,8,5,0.578,130.62,0.079,Aggressive
54,45345,1491.49,228278,8095,1,33,2,0.605,153.05,0.179,Balanced
43,70390,2120.29,490442,76216,0,4,4,0.639,231.31,1.083,Balanced
70,246113,14270.65,456823,106387,2,30,5,0.304,32.01,0.432,Balanced
40,79557,4616.43,321570,26333,2,20,6,0.304,69.66,0.331,Aggressive
26,216126,16079.82,73637,144241,4,30,7,0.107,4.58,0.667,Balanced
29,21906,1038.57,497071,90075,1,27,10,0.431,478.61,4.112,Aggressive
70,191239,8487.0,69553,130399,4,25,3,0.467,8.2,0.682,Conservative
18,27961,1615.76,332982,105373,4,6,3,0.307,206.08,3.769,Conservative
18,177212,11874.46,373338,59222,3,5,10,0.196,31.44,0.334,Aggressive
64,139289,10043.03,346939,149988,0,14,2,0.135,34.55,1.077,Conservative
51,209773,13840.09,467102,126394,3,14,9,0.208,33.75,0.603,Balanced
49,97567,4753.71,138316,38105,4,34,1,0.415,29.1,0.391,Balanced
71,100664,5865.38,88809,69309,0,25,3,0.301,15.14,0.689,Conservative
65,101199,6923.4,376365,59422,2,39,3,0.179,54.36,0.587,Conservative
42,119764,6186.16,465500,21045,1,18,8,0.38,75.25,0.176,Aggressive
57,232290,9082.11,453799,17061,3,20,6,0.531,49.97,0.073,Balanced
62,142357,5259.47,50623,35742,1,8,3,0.557,9.63,0.251,Conservative
70,100729,2938.66,376376,24860,4,26,1,0.65,128.08,0.247,Balanced
18,179633,11152.68,73172,39212,0,21,3,0.255,6.56,0.218,Balanced
33,70568,2417.56,436001,18224,2,27,4,0.589,180.35,0.258,Aggressive
56,129349,5218.28,189068,67414,0,32,1,0.516,36.23,0.521,Balanced
22,93302,3995.13,208908,104593,1,17,3,0.486,52.29,1.121,Balanced
39,246452,13518.08,250220,28538,1,1,4,0.342,18.51,0.116,Balanced
46,114968,5450.22,257558,89139,2,27,7,0.431,47.26,0.775,Balanced
72,180576,10850.67,456112,146109,2,36,4,0.279,42.04,0.809,Conservative
20,136116,4317.16,52738,126039,0,11,1,0.619,12.22,0.926,Balanced
29,57146,1991.38,276061,11690,3,35,9,0.582,138.63,0.205,Aggressive
43,60297,3138.29,353485,10323,0,38,6,0.375,112.64,0.171,Aggressive
33,106394,4746.33,495987,134386,1,38,9,0.465,104.5,1.263,Aggressive
68,147173,6287.93,438845,34146,0,36,7,0.487,69.79,0.232,Balanced
54,145942,4704.99,300363,145428,4,10,4,0.613,63.84,0.996,Balanced
39,219679,15425.96,4502,76805,0,1,1,0.157,0.29,0.35,Conservative
74,36939,2248.66,133904,136412,0,22,7,0.269,59.55,3.693,Conservative
46,241539,8391.27,288793,44852,4,17,9,0.583,34.42,0.186,Aggressive
31,201787,6487.04,241336,62550,1,12,6,0.614,37.2,0.31,Aggressive
45,64460,4760.26,201483,98756,2,13,1,0.114,42.33,1.532,Conservative
22,217648,13143.13,357638,392,0,25,9,0.275,27.21,0.002,Aggressive
64,219294,10591.92,361633,71007,3,26,7,0.42,34.14,0.324,Balanced
66,163738,10041.94,86308,50421,2,39,1,0.264,8.59,0.308,Conservative
47,82119,5241.81,321567,139209,3,33,4,0.234,61.35,1.695,Conservative
63,186393,12099.69,17852,13997,0,8,5,0.221,1.48,0.075,Conservative
69,152851,7806.01,61581,84970,3,13,2,0.387,7.89,0.556,Conservative
22,164258,8027.23,253580,121968,2,26,3,0.414,31.59,0.743,Balanced
29,167531,4971.0,457494,30278,3,17,2,0.644,92.03,0.181,Balanced
33,237318,17000.01,199141,141469,3,24,4,0.14,11.71,0.596,Balanced
43,238827,13569.74,499095,4794,2,24,7,0.318,36.78,0.02,Aggressive
43,25057,964.14,22145,89330,2,12,5,0.538,22.97,3.565,Balanced
65,211735,15099.91,25843,129057,2,31,7,0.144,1.71,0.61,Conservative
38,169805,12073.31,263289,71899,2,16,1,0.147,21.81,0.423,Balanced
56,39157,2917.36,294419,139151,4,16,3,0.106,100.92,3.554,Conservative
53,55030,3809.59,4621,119718,0,30,2,0.169,1.21,2.176,Conservative
50,170685,12784.04,260482,77568,2,28,1,0.101,20.38,0.454,Conservative
47,128612,5193.54,326386,67041,1,3,5,0.515,62.84,0.521,Balanced
54,135080,9154.34,467364,9448,3,33,3,0.187,51.05,0.07,Conservative
40,103028,6891.42,260306,78776,2,24,8,0.197,37.77,0.765,Aggressive
27,237354,9435.16,271915,119028,2,30,5,0.523,28.82,0.501,Aggressive
71,156260,5262.58,432920,96275,0,28,5,0.596,82.26,0.616,Balanced
22,49680,3679.14,156784,53673,2,39,7,0.111,42.61,1.08,Balanced
53,211191,9025.13,373465,19431,4,2,8,0.487,41.38,0.092,Balanced
51,122302,8448.93,338472,67655,1,13,1,0.171,40.06,0.553,Conservative
69,225472,6618.92,417197,118433,1,37,5,0.648,63.03,0.525,Balanced
48,206790,6230.65,497606,177,2,10,9,0.638,79.86,0.001,Aggressive
27,56445,2851.55,487745,112490,0,13,9,0.394,171.05,1.993,Aggressive
36,25796,1034.62,95511,10226,2,19,7,0.519,92.32,0.396,Aggressive
49,67218,4085.81,460120,118254,3,6,4,0.271,112.61,1.759,Conservative
18,190203,10477.97,39182,12231,1,18,2,0.339,3.74,0.064,Balanced
73,159195,5208.56,455157,79670,3,9,5,0.607,87.39,0.5,Balanced
22,159294,5833.42,74249,14082,4,17,4,0.561,12.73,0.088,Aggressive
62,44074,2069.37,453685,147247,1,4,1,0.437,219.24,3.341,Conservative
21,136088,5126.91,219847,145205,1,6,7,0.548,42.88,1.067,Balanced
33,180897,11844.57,327391,114672,4,11,3,0.214,27.64,0.634,Conservative
41,56839,2741.72,2403,116315,3,26,6,0.421,0.88,2.046,Conservative
33,127112,4251.76,166916,122511,2,11,5,0.599,39.26,0.964,Balanced
72,147514,7577.16,102913,14837,0,8,4,0.384,13.58,0.101,Balanced
19,88322,2943.78,349178,141618,3,3,3,0.6,118.62,1.603,Conservative
66,76321,2677.06,123202,141820,4,2,9,0.579,46.02,1.858,Conservative
45,130100,5223.36,249553,67089,4,18,5,0.518,47.78,0.516,Balanced
49,177060,12139.53,280963,2469,4,2,10,0.177,23.14,0.014,Balanced
44,55507,3971.23,361563,49067,1,26,7,0.141,91.05,0.884,Balanced
37,119244,7993.74,153013,132546,2,12,4,0.196,19.14,1.112,Balanced
41,249716,11107.0,338822,48554,1,37,1,0.466,30.51,0.194,Balanced
29,145788,6072.62,471028,22861,1,26,2,0.5,77.57,0.157,Aggressive
67,115251,6262.31,156434,33105,1,36,10,0.348,24.98,0.287,Aggressive
52,43806,2726.99,424819,109655,4,16,5,0.253,155.78,2.503,Conservative
50,150364,11231.63,143082,129701,3,14,8,0.104,12.74,0.863,Balanced
50,56901,2002.74,166263,99597,0,2,8,0.578,83.02,1.75,Balanced
68,168115,5283.16,472654,71500,0,21,8,0.623,89.46,0.425,Aggressive
60,226833,13834.84,334635,119645,2,7,9,0.268,24.19,0.527,Balanced
54,160824,10825.12,171944,72100,2,11,2,0.192,15.88,0.448,Conservative
29,220065,14955.1,238028,1336,4,29,4,0.185,15.92,0.006,Aggressive
20,193688,11672.2,68809,43316,0,37,10,0.277,5.9,0.224,Aggressive
18,72127,5257.51,174622,34435,3,39,6,0.125,33.21,0.477,Balanced
50,225849,11876.88,251453,116513,4,28,6,0.369,21.17,0.516,Balanced
57,20453,1453.18,27877,94142,2,4,5,0.147,19.18,4.603,Conservative
27,95432,7016.61,320980,66748,4,4,2,0.118,45.75,0.699,Conservative
60,142872,9714.54,337956,2768,2,27,8,0.184,34.79,0.019,Aggressive
61,107362,4655.64,248163,95273,0,6,1,0.48,53.3,0.887,Conservative
46,30976,1182.04,451935,27634,4,34,1,0.542,382.33,0.892,Conservative
30,134176,7284.26,491311,54928,1,18,1,0.349,67.45,0.409,Balanced
29,119122,5947.74,357585,36444,2,30,9,0.401,60.12,0.306,Aggressive
48,90404,6273.79,321873,126486,1,33,5,0.167,51.3,1.399,Balanced
63,101932,3440.35,66179,18211,2,20,2,0.595,19.24,0.179,Balanced
19,117170,4801.6,450364,54711,1,36,1,0.508,93.79,0.467,Balanced
68,97707,6216.52,288342,102992,0,5,4,0.237,46.38,1.054,Conservative
67,240719,8068.95,410799,70047,0,35,2,0.598,50.91,0.291,Balanced
52,184760,8105.12,45669,83992,3,19,3,0.474,5.63,0.455,Conservative
40,237912,11160.76,416418,88690,3,12,2,0.437,37.31,0.373,Balanced
34,113789,6565.88,361218,94301,3,26,8,0.308,55.01,0.829,Aggressive
43,116516,4242.86,303666,111770,4,19,3,0.563,71.57,0.959,Conservative
25,153089,10503.6,67043,119646,2,11,2,0.177,6.38,0.782,Conservative
46,27957,1388.88,355599,33452,4,20,6,0.404,256.03,1.197,Balanced
43,127724,9093.54,109268,128013,3,9,7,0.146,12.02,1.002,Conservative
27,155864,7888.39,207282,8532,2,20,9,0.393,26.28,0.055,Aggressive
43,207054,8649.2,359060,12891,4,27,10,0.499,41.51,0.062,Aggressive
51,33237,1185.47,400919,63246,0,5,4,0.572,338.19,1.903,Balanced
68,71586,2100.21,191344,33501,2,10,5,0.648,91.11,0.468,Balanced
58,232859,12471.28,299136,1496,3,9,6,0.357,23.99,0.006,Balanced
24,39252,1337.63,357169,15154,0,25,3,0.591,267.02,0.386,Balanced
21,161779,7623.16,224439,76682,2,13,3,0.435,29.44,0.474,Balanced
70,185278,10407.98,110730,58475,4,32,3,0.326,10.64,0.316,Conservative
67,245348,10256.1,351163,136522,3,8,5,0.498,34.24,0.556,Balanced
62,23543,875.75,321280,46791,4,27,6,0.554,366.86,1.987,Balanced
28,195207,12624.96,56139,27289,0,22,9,0.224,4.45,0.14,Aggressive
46,124647,9044.54,488987,43439,0,28,9,0.129,54.06,0.348,Aggressive
73,55031,1858.41,41185,83339,0,18,5,0.595,22.16,1.514,Balanced
53,194001,7041.83,218001,10181,2,23,8,0.564,30.96,0.052,Aggressive
42,85747,6273.87,278383,98252,3,31,7,0.122,44.37,1.146,Balanced
38,208923,6455.4,423633,28395,0,34,4,0.629,65.62,0.136,Aggressive
74,75311,5571.12,21204,79036,4,7,1,0.112,3.81,1.049,Conservative
53,85867,2522.73,358332,35158,3,5,3,0.647,142.04,0.409,Conservative
27,108780,7528.64,452237,66920,4,21,10,0.169,60.07,0.615,Aggressive
54,77196,3338.91,310027,149612,4,6,5,0.481,92.85,1.938,Conservative
26,93705,6764.13,497492,111440,0,35,10,0.134,73.55,1.189,Aggressive
41,77894,3403.45,204314,135468,3,23,3,0.476,60.03,1.739,Balanced
52,107640,6367.52,220364,132463,1,3,4,0.29,34.61,1.231,Conservative
66,34591,1135.79,24807,119488,2,33,9,0.606,21.84,3.454,Balanced
52,117247,4721.94,267360,16652,1,38,9,0.517,56.62,0.142,Aggressive
65,199965,12923.13,449986,85837,2,23,9,0.224,34.82,0.429,Balanced
53,20727,1106.78,101424,9716,3,16,9,0.359,91.64,0.469,Aggressive
35,172431,12363.06,412636,15568,0,25,1,0.14,33.38,0.09,Balanced
66,63822,3115.65,431587,139741,3,16,9,0.414,138.52,2.19,Balanced
56,123399,8518.61,43428,49390,1,25,2,0.172,5.1,0.4,Conservative
49,132113,6571.8,482716,79792,4,7,8,0.403,73.45,0.604,Balanced
41,239606,17742.56,497337,130489,2,8,9,0.111,28.03,0.545,Aggressive
40,150431,11005.39,276231,24152,2,3,8,0.122,25.1,0.161,Balanced
49,162001,7168.88,263839,145506,1,5,9,0.469,36.8,0.898,Balanced
54,148588,10367.21,388355,27973,0,19,5,0.163,37.46,0.188,Balanced
29,80091,5447.43,418799,111036,3,7,10,0.184,76.88,1.386,Balanced
66,231450,8985.55,246664,120473,1,22,7,0.534,27.45,0.521,Balanced
72,174591,10087.86,378626,37861,3,26,3,0.307,37.53,0.217,Balanced
30,168465,5474.77,154010,137510,0,25,4,0.61,28.13,0.816,Balanced
40,185390,12516.77,20509,143801,4,6,4,0.19,1.64,0.776,Conservative
42,225603,8384.92,106672,88094,3,5,10,0.554,12.72,0.39,Aggressive
